provincia,partido,localidad,linkIndec,otros,"0,256Mbps","0,5Mbps","0,512Mbps","0,75Mbps",1Mbps,"1,5Mbps",2Mbps,"2,2Mbps","2,5Mbps",3Mbps,"3,3Mbps","3,5Mbps",4Mbps,"4,5Mbps",5Mbps,6Mbps,"6,4Mbps",7Mbps,"7,5Mbps",8Mbps,9Mbps,10Mbps,"10,1Mbps","10,2Mbps",11Mbps,12Mbps,"12,3Mbps",13Mbps,14Mbps,15Mbps,16Mbps,17Mbps,18Mbps,20Mbps,"20,5Mbps",21Mbps,22Mbps,23Mbps,24Mbps,25Mbps,"25,1Mbps","25,5Mbps",26Mbps,27Mbps,30Mbps,31Mbps,32Mbps,35Mbps,36Mbps,40Mbps,41Mbps,45Mbps,48Mbps,49Mbps,50Mbps,"50,1Mbps","50,25Mbps",51Mbps,55Mbps,59Mbps,60Mbps,61Mbps,65Mbps,66Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,98Mbps,100Mbps,"100,1Mbps","100,25Mbps",105Mbps,110Mbps,120Mbps,122Mbps,125Mbps,130Mbps,140Mbps,150Mbps,155Mbps,160Mbps,164Mbps,165Mbps,180Mbps,200Mbps,205Mbps,212Mbps,220Mbps,225Mbps,240Mbps,246Mbps,250Mbps,256Mbps,275Mbps,300Mbps,320Mbps,325Mbps,330Mbps,350Mbps,400Mbps,450Mbps,480Mbps,500Mbps,512Mbps,520Mbps,540Mbps,600Mbps,680Mbps,700Mbps,800Mbps,850Mbps,900Mbps,999Mbps,1000Mbps,1024Mbps,4000Mbps,10000Mbps,totalAccesos
RIO NEGRO,General Roca,Villa Manzano,62042550.0,20.0,,,1.0,,57.0,,,,,355.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0
RIO NEGRO,General Roca,Villa Regina,62042560.0,1.0,,,4.0,15.0,,,,,,380.0,,183.0,,,,39.0,,,,399.0,,,,,,,,,,472.0,,,,143.0,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.0
RIO NEGRO,General Roca,Villa San Isidro,62042570.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
RIO NEGRO,Ñorquincó,Mamuel Choique,62056020.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RIO NEGRO,Ñorquincó,Ñorquincó,62056030.0,,,1.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),62056050.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RIO NEGRO,OTROS,Otros,,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,62063005.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,62063010.0,,,,1.0,,1.0,,,,,,,,,,4.0,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
RIO NEGRO,Pichi Mahuida,Juventud Unida,62063013.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RIO NEGRO,Pichi Mahuida,Pichi Mahuida,62063017.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020.0,1.0,,1.0,1.0,17.0,1.0,,,,,,,187.0,,,279.0,1796.0,,,,1075.0,,1113.0,,,,3.0,,,,463.0,,,,5.0,,,,,,123.0,,,,,,,,,,,,,,,1127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6192.0
RIO NEGRO,Pichi Mahuida,Salto Andersen,62063060.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RIO NEGRO,Pilcaniyeu,Comallo,62070010.0,,,1.0,1.0,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020.0,100.0,,,1.0,2.0,,,,,,1.0,,60.0,2.0,,,1.0,,,,101.0,,1.0,,,,,,,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.0
RIO NEGRO,Pilcaniyeu,Laguna Blanca,62070030.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RIO NEGRO,Pilcaniyeu,Paso Flores,62070030.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,62070060.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,62070070.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RIO NEGRO,Pilcaniyeu,Villa Llanquín,62070080.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RIO NEGRO,San Antonio,Las Grutas,62077010.0,,,1.0,1.0,,,,,,,,,57.0,,,,,,,,100.0,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,14.0,,,,,2826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3136.0
RIO NEGRO,San Antonio,Playas Doradas,62077020.0,,,,,,138.0,,46.0,,,7.0,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0
RIO NEGRO,San Antonio,Puerto San Antonio Este,62077030.0,,,,1.0,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
RIO NEGRO,San Antonio,Punta Colorada,62077040.0,,,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
RIO NEGRO,San Antonio,Saco Viejo,62077045.0,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050.0,,,,1.0,12.0,,,,,,,,246.0,,,,,,,,320.0,,567.0,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,3395.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4761.0
RIO NEGRO,San Antonio,Sierra Grande,62077060.0,1.0,,,1.0,2.0,103.0,,141.0,,,45.0,,223.0,,,,443.0,,,,156.0,,1.0,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,1225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393.0
RIO NEGRO,Valcheta,Aguada Cecilio,62084010.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RIO NEGRO,Valcheta,Arroyo Los Berros,62084020.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RIO NEGRO,Valcheta,Arroyo Ventana,62084030.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
RIO NEGRO,Valcheta,Nahuel Niyeu,62084040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
RIO NEGRO,Valcheta,Sierra Pailemán,62084050.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
RIO NEGRO,Valcheta,Valcheta,62084060.0,1.0,,1.0,1.0,,28.0,,9.0,,,,,,,,,,,,,,,171.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.0
SALTA,Anta,Apolinario Saravia,66007010.0,,,,1.0,,,,,,,224.0,,,335.0,,183.0,,,,,,,54.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.0
SALTA,Anta,Ceibalito,66007020.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
SALTA,Anta,Coronel Mollinedo,66007040.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
SALTA,Anta,Coronel Olleros,66007050.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
SALTA,Anta,El Quebrachal,66007060.0,1.0,,1.0,1.0,,,,,,,,,,534.0,,548.0,,,60.0,,,,493.0,,,,14.0,,,,20.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0
SALTA,Anta,Gaona,66007070.0,,,1.0,1.0,,,,,,,,,,206.0,,203.0,,,20.0,,,,76.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0
SALTA,Anta,General Pizarro,66007080.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
SALTA,Anta,Joaquín V. González,66007090.0,7.0,,2.0,1.0,,11.0,,,,,11.0,,,2257.0,,2070.0,71.0,,242.0,,,,765.0,,,,65.0,,,,44.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5549.0
SALTA,Anta,Las Lajitas,66007100.0,,,1.0,1.0,,4.0,,658.0,,,1.0,,,,,22.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0
SALTA,Anta,Luis Burela,66007110.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
SALTA,Anta,Piquete Cabado,66007140.0,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
SALTA,Anta,Río del Valle,66007150.0,,,,1.0,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
SALTA,Anta,Tolloche,66007160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
SALTA,Cachi,Cachi,66014010.0,,,,1.0,,,,,,,206.0,,,,,71.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0
SALTA,Cachi,Payogasta,66014020.0,,,,,,,,,,,20.0,,,,,7.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
SALTA,Cafayate,Cafayate,66021010.0,1.0,,,1.0,,2.0,,,,,229.0,,,,,79.0,44.0,,,,,,234.0,,,,,,,,65.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0
SALTA,Cafayate,Tolombón,66021020.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
SALTA,Capital,Atocha,66028010.0,,,,,,2.0,,,,,,,,,,3.0,2.0,,,,,,61.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
SALTA,Capital,El Tipal - La Almudena,66028010.0,,,,1.0,,25.0,,,,,,,,,,2.0,26.0,,,,,,16.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
SALTA,Capital,La Ciénaga y Barrio San Rafael,66028030.0,,,,,,15.0,,,,,1.0,,,,,2.0,17.0,,,,,,9.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
SALTA,Capital,Las Costas,66028040.0,,,,,,20.0,,,,,,,,,,,22.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
SALTA,Capital,Otros,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
SALTA,Capital,Salta,66028050.0,85.0,,1.0,2.0,1.0,352.0,,14.0,,,769.0,,8.0,11.0,,17.0,2221.0,,,,6853.0,,40052.0,,,,,,,,377.0,,,,1227.0,,,,,,,,,,1.0,59.0,,,,,,,,,,28626.0,,,,,,,,,,,,,,,,,31684.0,,,,,,,,,,,,,,,,,,,,,,,,,,23167.0,,,,,,,,1306.0,,,,890.0,,,,,,,310.0,,,,138033.0
SALTA,Capital,Villa San Lorenzo,66028060.0,3.0,,,1.0,,37.0,,,,,51.0,,,,,15.0,82.0,,,,,,107.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,1128.0,,,,,,,,,,,,,,,,,,,,,,,,,,968.0,,,,,,,,89.0,,,,,,,,,,,11.0,,,,2609.0
SALTA,Cerrillos,Barrio El Congreso,66035030.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
SALTA,Cerrillos,Barrio Las Tunas,66035030.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
SALTA,Cerrillos,Barrio Los Pinares,66035030.0,,,,,,16.0,,,,,,,,,,223.0,18.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0
SALTA,Cerrillos,Cerrillos,66035010.0,81.0,,,2.0,,23.0,,,,,8.0,,,,,3.0,81.0,,,,,,846.0,,,,,,,,35.0,,,,66.0,,,,,,,,,,,5.0,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,886.0,,,,,,,,26.0,,,,,,,,,,,4.0,,,,3967.0
SALTA,Cerrillos,La Merced,66035020.0,70.0,,,1.0,,16.0,,,,,,,,,,,18.0,,,,,,867.0,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.0
SALTA,Cerrillos,San Agustín,66035030.0,40.0,,,1.0,,18.0,,,,,10.0,,,,,,25.0,,,,,,7.0,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0
SALTA,Chicoana,Barrio Finca La Maroma,66042003.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
SALTA,Chicoana,Barrio La Rotonda,66042005.0,10.0,,,,,,,,,,2.0,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0
SALTA,Chicoana,Barrio Santa Teresita,66042007.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
SALTA,Chicoana,Chicoana,66042010.0,15.0,,1.0,1.0,,7.0,,,,,6.0,,,,,2.0,59.0,,,,,,225.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0
SALTA,Chicoana,El Carril,66042020.0,121.0,,,1.0,,,,,,,121.0,,,,,199.0,91.0,,,,,,862.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.0
SALTA,General Güemes,Campo Santo,66049010.0,1.0,,,1.0,,4.0,,,,,12.0,,,,,,19.0,,,,,,102.0,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0
SALTA,General Güemes,Cobos,66049020.0,,,,,,,,,,,3.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,64.0
SALTA,General Güemes,El Bordo,66049030.0,,,,,,,,,,,5.0,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
SALTA,General Güemes,General Güemes,66049040.0,10.0,,2.0,2.0,,31.0,,,,,326.0,,,,,,383.0,,,,,,618.0,,,,,,,,47.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.0
SALTA,Grl. José de San Martín,Aguaray,66056010.0,4.0,,1.0,1.0,,2.0,,435.0,,,20.0,,,,,,95.0,,,,,,495.0,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.0
SALTA,Grl. José de San Martín,Campamento Vespucio,66056020.0,1.0,,,1.0,,,,,,,1.0,,,,,,7.0,,,,,,127.0,,,,,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
SALTA,Grl. José de San Martín,Campichuelo,66056030.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
SALTA,Grl. José de San Martín,Campo Durán,66056040.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
SALTA,Grl. José de San Martín,Coronel Cornejo,66056070.0,,,,1.0,,1.0,,,,,1.0,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
SALTA,Grl. José de San Martín,Dragones,66056080.0,6.0,,,1.0,,,,,,,,,,11.0,,12.0,11.0,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
